gameid,date,home_team,away_team,goal,primary_assist,secondary_assist,game_situation,game_situation_general,gf_team,gf_team_game_number,ga_team,ga_team_game_number,GF_names,GA_names,GF_skaters,GA_skaters,GF1_name,GF2_name,GF3_name,GF4_name,GF5_name,GF6_name,GA1_name,GA2_name,GA3_name,GA4_name,GA5_name,GA6_name
441836,2019-09-24,Leksands IF,Brynäs IF,Marek Hrivik,Thomas Valkvae-Olsen,Mattias Göransson,5v5,EV,Leksands IF,5,Brynäs IF,4,Daniel Olsson-TrkuljaThomas Valkvae-OlsenMarek HrivikMattias GöranssonJanne JuvonenGKJonas Ahnelöv,Lukas KilströmJosef IngmanJohan AlcénJoacim ErikssonGKJacob BlomqvistDaniel Mannberg,5,5,Daniel Olsson-Trkulja,Thomas Valkvae-Olsen,Marek Hrivik,Mattias Göransson,Janne JuvonenGK,Jonas Ahnelöv,Lukas Kilström,Josef Ingman,Johan Alcén,Joacim ErikssonGK,Jacob Blomqvist,Daniel Mannberg
441847,2019-10-03,Örebro HK,Brynäs IF,Glenn Gustafsson,Aaron Irving,Rasmus Rissanen,5v5,EV,Örebro HK,7,Brynäs IF,6,Rasmus RissanenMarcus WeinstockAaron IrvingGlenn GustafssonDominik FurchGKRyan Stoa,Josef IngmanJoacim ErikssonGKJacob BlomqvistJonathan SigaletJoachim RohdinDaniel Mannberg,5,5,Rasmus Rissanen,Marcus Weinstock,Aaron Irving,Glenn Gustafsson,Dominik FurchGK,Ryan Stoa,Josef Ingman,Joacim ErikssonGK,Jacob Blomqvist,Jonathan Sigalet,Joachim Rohdin,Daniel Mannberg
441847,2019-10-03,Örebro HK,Brynäs IF,Marcus Weinstock,Rasmus Rissanen,Viktor Lodin,5v5,EV,Örebro HK,7,Brynäs IF,6,Rasmus RissanenMarcus WeinstockChristopher MastomäkiGlenn GustafssonDominik FurchGKKristian Näkyvä,Marcus ErssonJoacim ErikssonGKJacob BlomqvistJonathan SigaletJoachim RohdinDaniel Mannberg,5,5,Rasmus Rissanen,Marcus Weinstock,Christopher Mastomäki,Glenn Gustafsson,Dominik FurchGK,Kristian Näkyvä,Marcus Ersson,Joacim ErikssonGK,Jacob Blomqvist,Jonathan Sigalet,Joachim Rohdin,Daniel Mannberg
442153,2019-10-10,Luleå HF,Brynäs IF,Jonas Berglund,Erik Gustafsson,Jesper Sellgren,5v5,EV,Luleå HF,9,Brynäs IF,8,Jonas BerglundIsac BrännströmJesper SellgrenErik GustafssonJoel LassinanttiGKArttu Ilomäki,Niclas LundgrenSamuel ErssonGKJacob BlomqvistJonathan SigaletJoachim RohdinDaniel Mannberg,5,5,Jonas Berglund,Isac Brännström,Jesper Sellgren,Erik Gustafsson,Joel LassinanttiGK,Arttu Ilomäki,Niclas Lundgren,Samuel ErssonGK,Jacob Blomqvist,Jonathan Sigalet,Joachim Rohdin,Daniel Mannberg
441870,2019-10-12,Skellefteå AIK,Brynäs IF,Tom Pyatt,Arvid Lundberg,Jesper Frödén,5v5,EV,Skellefteå AIK,10,Brynäs IF,9,Joakim LindströmTom PyattJesper FrödénGustaf LindvallGKArvid LundbergJonathan Pudas,Lukas KilströmJosef IngmanSamuel ErssonGKJacob BlomqvistJoachim RohdinDaniel Mannberg,5,5,Joakim Lindström,Tom Pyatt,Jesper Frödén,Gustaf LindvallGK,Arvid Lundberg,Jonathan Pudas,Lukas Kilström,Josef Ingman,Samuel ErssonGK,Jacob Blomqvist,Joachim Rohdin,Daniel Mannberg
441886,2019-10-19,Växjö Lakers HC,Brynäs IF,Ilari Melart,Emil Pettersson,Tim Erixon,5v5,EV,Växjö Lakers HC,12,Brynäs IF,11,Linus HögbergRichard GyngeIlari MelartEmil PetterssonBrendan ShinniminViktor AndrénGK,Lukas KilströmJoacim ErikssonGKJacob BlomqvistEric NorinJoachim RohdinDaniel Mannberg,5,5,Linus Högberg,Richard Gynge,Ilari Melart,Emil Pettersson,Brendan Shinnimin,Viktor AndrénGK,Lukas Kilström,Joacim ErikssonGK,Jacob Blomqvist,Eric Norin,Joachim Rohdin,Daniel Mannberg
441887,2019-10-24,Brynäs IF,Rögle BK,Simon Ryfors,Daniel Bertov,Eric Gelinas,5v5,EV,Rögle BK,13,Brynäs IF,12,Daniel BertovSimon RyforsTaylor MatsonNils HöglanderChristoffer RifalkGKEric Gelinas,Lukas KilströmEmil MolinSamuel ErssonGKEric NorinTomi SallinenDaniel Mannberg,5,5,Daniel Bertov,Simon Ryfors,Taylor Matson,Nils Höglander,Christoffer RifalkGK,Eric Gelinas,Lukas Kilström,Emil Molin,Samuel ErssonGK,Eric Norin,Tomi Sallinen,Daniel Mannberg
441894,2019-10-26,Brynäs IF,Leksands IF,Spencer Abbott,Marek Hrivik,Lucas Nordsäter,5v5,EV,Leksands IF,14,Brynäs IF,13,Johan FranssonDaniel Olsson-TrkuljaMattias KarlssonMarek HrivikAxel BrageGKSpencer Abbott,Niclas AndersénJosef IngmanEmil MolinSamuel ErssonGKTomi SallinenDaniel Mannberg,5,5,Johan Fransson,Daniel Olsson-Trkulja,Mattias Karlsson,Marek Hrivik,Axel BrageGK,Spencer Abbott,Niclas Andersén,Josef Ingman,Emil Molin,Samuel ErssonGK,Tomi Sallinen,Daniel Mannberg
441817,2019-10-29,Brynäs IF,IF Malmö Redhawks,Fredrik Händemark,Frederik Storm,Lars Bryggman,5v5,EV,IF Malmö Redhawks,14,Brynäs IF,14,Frederik StormLars BryggmanLars VoldenGKNiklas ArellJesper Jensen AaboFredrik Händemark,Josef IngmanEmil MolinSamuel ErssonGKJacob BlomqvistAlexander LindelöfDaniel Mannberg,5,5,Frederik Storm,Lars Bryggman,Lars VoldenGK,Niklas Arell,Jesper Jensen Aabo,Fredrik Händemark,Josef Ingman,Emil Molin,Samuel ErssonGK,Jacob Blomqvist,Alexander Lindelöf,Daniel Mannberg
441916,2019-11-14,Färjestad BK,Brynäs IF,Gustav Rydahl,Marcus Nilsson,Albert Johansson,5v5,EV,Färjestad BK,17,Brynäs IF,17,Marcus NilssonGustav RydahlJonathon BlumAlbert JohanssonArvid HolmGKJesper Olofsson,Niclas LundgrenJosef IngmanEmil MolinJoacim ErikssonGKTomi SallinenDaniel Mannberg,5,5,Marcus Nilsson,Gustav Rydahl,Jonathon Blum,Albert Johansson,Arvid HolmGK,Jesper Olofsson,Niclas Lundgren,Josef Ingman,Emil Molin,Joacim ErikssonGK,Tomi Sallinen,Daniel Mannberg
441916,2019-11-14,Färjestad BK,Brynäs IF,Martin Johansson,Jesper Olofsson,Johan Ryno,5v5,EV,Färjestad BK,17,Brynäs IF,17,Martin JohanssonLinus ArnessonSebastian ErixonJohan RynoArvid HolmGKJesper Olofsson,Lukas KilströmEmil MolinJoacim ErikssonGKEric NorinTomi SallinenDaniel Mannberg,5,5,Martin Johansson,Linus Arnesson,Sebastian Erixon,Johan Ryno,Arvid HolmGK,Jesper Olofsson,Lukas Kilström,Emil Molin,Joacim ErikssonGK,Eric Norin,Tomi Sallinen,Daniel Mannberg
441951,2019-11-30,HV 71,Brynäs IF,Martin Thörnberg,Eric Martinsson,Nils Andersson,5v5,EV,HV 71,22,Brynäs IF,22,Nils AnderssonMartin ThörnbergSimon ÖnerudHugo AlnefeltGKEric MartinssonLinus Fröberg,Lukas KilströmMarcus ErssonJohan AlcénSamuel ErssonGKJacob BlomqvistDaniel Mannberg,5,5,Nils Andersson,Martin Thörnberg,Simon Önerud,Hugo AlnefeltGK,Eric Martinsson,Linus Fröberg,Lukas Kilström,Marcus Ersson,Johan Alcén,Samuel ErssonGK,Jacob Blomqvist,Daniel Mannberg
